country,field,year,disclosed_investment,estimated_investment,complete,pillar,is_group
Israel,Professional services,2023,23.0,237,True,investment,False
Israel,Professional services,2024,141.0,1026,True,investment,False
Israel,Professional services,2025,37.0,182,False,investment,False
Israel,Real estate,2015,1.0,1,True,investment,False
Israel,Real estate,2016,4.0,6,True,investment,False
Israel,Real estate,2017,1.0,3,True,investment,False
Israel,Real estate,2018,3.0,3,True,investment,False
Israel,Real estate,2019,29.0,38,True,investment,False
Israel,Real estate,2020,14.0,21,True,investment,False
Israel,Real estate,2021,20.0,60,True,investment,False
Israel,Real estate,2022,149.0,161,True,investment,False
Israel,Real estate,2023,15.0,17,True,investment,False
Israel,Real estate,2024,17.0,287,True,investment,False
Israel,Real estate,2025,9.0,104,False,investment,False
Israel,Robotics,2015,2.0,2,True,investment,False
Israel,Robotics,2016,1.0,1,True,investment,False
Israel,Robotics,2017,6.0,6,True,investment,False
Israel,Robotics,2018,5.0,70,True,investment,False
Israel,Robotics,2019,7.0,10,True,investment,False
Israel,Robotics,2020,11.0,14,True,investment,False
Israel,Robotics,2021,12.0,19,True,investment,False
Israel,Robotics,2022,24.0,51,True,investment,False
Israel,Robotics,2023,6.0,69,True,investment,False
Israel,Robotics,2024,18.0,28,True,investment,False
Israel,Robotics,2025,1.0,1,False,investment,False
Israel,"Sales, retail, commerce, marketing",2015,29.0,31,True,investment,False
Israel,"Sales, retail, commerce, marketing",2016,88.0,99,True,investment,False
Israel,"Sales, retail, commerce, marketing",2017,12.0,29,True,investment,False
Israel,"Sales, retail, commerce, marketing",2018,21.0,71,True,investment,False
Israel,"Sales, retail, commerce, marketing",2019,44.0,130,True,investment,False
Israel,"Sales, retail, commerce, marketing",2020,23.0,242,True,investment,False
Israel,"Sales, retail, commerce, marketing",2021,121.0,630,True,investment,False
Israel,"Sales, retail, commerce, marketing",2022,70.0,356,True,investment,False
Israel,"Sales, retail, commerce, marketing",2023,27.0,50,True,investment,False
Israel,"Sales, retail, commerce, marketing",2024,22.0,529,True,investment,False
Israel,"Sales, retail, commerce, marketing",2025,48.0,109,False,investment,False
Israel,Semiconductor,2017,7.0,15,True,investment,False
Israel,Semiconductor,2018,25.0,25,True,investment,False
Israel,Semiconductor,2019,19.0,19,True,investment,False
Israel,Semiconductor,2020,21.0,31,True,investment,False
Israel,Semiconductor,2021,38.0,226,True,investment,False
Israel,Semiconductor,2022,65.0,65,True,investment,False
Israel,Semiconductor,2023,40.0,40,True,investment,False
Israel,Semiconductor,2024,13.0,263,True,investment,False
Israel,Semiconductor,2025,5.0,5,False,investment,False
Israel,Simulation,2018,1.0,1,True,investment,False
Israel,Simulation,2019,0.0,0,True,investment,False
Israel,Software,2015,212.0,247,True,investment,False
Israel,Software,2016,166.0,357,True,investment,False
Israel,Software,2017,181.0,292,True,investment,False
Israel,Software,2018,233.0,739,True,investment,False
Israel,Software,2019,260.0,645,True,investment,False
Israel,Software,2020,826.0,1397,True,investment,False
Israel,Software,2021,1323.0,3539,True,investment,False
Israel,Software,2022,1471.0,2468,True,investment,False
Israel,Software,2023,341.0,1373,True,investment,False
Israel,Software,2024,2400.0,5137,True,investment,False
Israel,Software,2025,962.0,2394,False,investment,False
Israel,Speech Recognition,2020,,1,True,investment,False
Israel,Speech Recognition,2023,13.0,13,True,investment,False
Israel,Speech Recognition,2025,8.0,18,False,investment,False
Israel,Sports,2015,1.0,1,True,investment,False
Israel,Sports,2016,8.0,53,True,investment,False
Israel,Sports,2017,44.0,54,True,investment,False
Israel,Sports,2018,33.0,33,True,investment,False
Israel,Sports,2019,19.0,22,True,investment,False
Israel,Sports,2020,15.0,40,True,investment,False
Israel,Sports,2021,6.0,13,True,investment,False
Israel,Sports,2022,90.0,142,True,investment,False
Israel,Sports,2023,1.0,67,True,investment,False
Israel,Sports,2024,18.0,18,True,investment,False
Israel,Sports,2025,15.0,110,False,investment,False
Israel,Telecommunications,2015,0.0,0,True,investment,False
Israel,Telecommunications,2016,,0,True,investment,False
Israel,Telecommunications,2017,,2,True,investment,False
Israel,Telecommunications,2019,,59,True,investment,False
Israel,Telecommunications,2021,3.0,3,True,investment,False
Israel,Telecommunications,2022,0.0,0,True,investment,False
Israel,Telecommunications,2024,16.0,16,True,investment,False
Israel,Transportation,2015,4.0,25,True,investment,False
Israel,Transportation,2016,15.0,19,True,investment,False
Israel,Transportation,2017,42.0,52,True,investment,False
Israel,Transportation,2018,61.0,69,True,investment,False
Israel,Transportation,2019,46.0,51,True,investment,False
Israel,Transportation,2020,38.0,114,True,investment,False
Israel,Transportation,2021,92.0,317,True,investment,False
Israel,Transportation,2022,80.0,241,True,investment,False
Israel,Transportation,2023,79.0,290,True,investment,False
Israel,Transportation,2024,492.0,507,True,investment,False
Israel,Transportation,2025,57.0,68,False,investment,False
Italy,Agriculture,2016,,2,True,investment,False
Italy,Agriculture,2017,0.0,1,True,investment,False
Italy,Agriculture,2018,0.0,0,True,investment,False
Italy,Agriculture,2020,0.0,0,True,investment,False
Italy,Agriculture,2021,1.0,2,True,investment,False
Italy,Agriculture,2022,0.0,0,True,investment,False
Italy,Agriculture,2023,2.0,2,True,investment,False
Italy,Agriculture,2024,0.0,2,True,investment,False
Italy,Agriculture,2025,0.0,0,False,investment,False
Italy,All,2015,40.0,40,True,investment,False
Italy,All,2016,12.0,18,True,investment,False
Italy,All,2017,7.0,11,True,investment,False
Italy,All,2018,15.0,249,True,investment,False
Italy,All,2019,12.0,197,True,investment,False
Italy,All,2020,28.0,287,True,investment,False
Italy,All,2021,93.0,316,True,investment,False
Italy,All,2022,49.0,78,True,investment,False
Italy,All,2023,82.0,228,True,investment,False
Italy,All,2024,110.0,227,True,investment,False
Italy,All,2025,320.0,333,False,investment,False
Italy,Biotechnology,2016,4.0,4,True,investment,False
Italy,Biotechnology,2017,0.0,0,True,investment,False
Italy,Biotechnology,2018,3.0,3,True,investment,False
Italy,Biotechnology,2019,2.0,3,True,investment,False
Italy,Biotechnology,2021,31.0,31,True,investment,False
Italy,Biotechnology,2022,0.0,1,True,investment,False
Italy,Biotechnology,2023,3.0,3,True,investment,False
Italy,Biotechnology,2024,0.0,2,True,investment,False
Italy,Biotechnology,2025,4.0,4,False,investment,False
Italy,Community and Lifestyle,2015,0.0,0,True,investment,False
Italy,Community and Lifestyle,2018,1.0,2,True,investment,False
Italy,Community and Lifestyle,2021,0.0,0,True,investment,False
Italy,Community and Lifestyle,2022,0.0,10,True,investment,False
Italy,Community and Lifestyle,2023,0.0,0,True,investment,False
Italy,Community and Lifestyle,2024,1.0,2,True,investment,False
Italy,Community and Lifestyle,2025,0.0,0,False,investment,False
Italy,Computer Vision,2016,5.0,5,True,investment,False
Italy,Computer Vision,2018,0.0,0,True,investment,False
Italy,Computer Vision,2019,1.0,1,True,investment,False
Italy,Computer Vision,2020,0.0,0,True,investment,False
Italy,Computer Vision,2021,1.0,1,True,investment,False
Italy,Computer Vision,2022,0.0,1,True,investment,False
Italy,Computer Vision,2023,1.0,1,True,investment,False
Italy,Computer Vision,2025,,5,False,investment,False
Italy,Consumer goods,2015,1.0,1,True,investment,False
Italy,Consumer goods,2016,1.0,3,True,investment,False
Italy,Consumer goods,2017,1.0,1,True,investment,False
Italy,Consumer goods,2018,0.0,2,True,investment,False
Italy,Consumer goods,2019,1.0,1,True,investment,False
Italy,Consumer goods,2021,0.0,0,True,investment,False
Italy,Consumer goods,2022,0.0,0,True,investment,False
Italy,Consumer goods,2023,22.0,22,True,investment,False
Italy,Consumer goods,2024,1.0,1,True,investment,False
Italy,Consumer goods,2025,0.0,0,False,investment,False
Italy,Cyber Security,2018,2.0,2,True,investment,False
Italy,Cyber Security,2019,,0,True,investment,False
Italy,Cyber Security,2020,,84,True,investment,False
Italy,Cyber Security,2021,2.0,2,True,investment,False
Italy,Cyber Security,2022,0.0,0,True,investment,False
Italy,Cyber Security,2023,2.0,2,True,investment,False
Italy,Cyber Security,2024,3.0,26,True,investment,False
Italy,Cyber Security,2025,17.0,18,False,investment,False
Italy,Data and analytics,2015,36.0,36,True,investment,False
Italy,Data and analytics,2016,7.0,11,True,investment,False
Italy,Data and analytics,2017,5.0,9,True,investment,False
Italy,Data and analytics,2018,10.0,241,True,investment,False
Italy,Data and analytics,2019,5.0,190,True,investment,False
Italy,Data and analytics,2020,22.0,276,True,investment,False
Italy,Data and analytics,2021,66.0,202,True,investment,False
Italy,Data and analytics,2022,23.0,47,True,investment,False
Italy,Data and analytics,2023,38.0,163,True,investment,False
Italy,Data and analytics,2024,34.0,150,True,investment,False
Italy,Data and analytics,2025,90.0,98,False,investment,False
Italy,Education,2015,0.0,0,True,investment,False
Italy,Education,2016,0.0,1,True,investment,False
Italy,Education,2017,,0,True,investment,False
Italy,Education,2020,0.0,84,True,investment,False
Italy,Education,2021,0.0,1,True,investment,False
Italy,Education,2022,7.0,19,True,investment,False
Italy,Education,2023,1.0,3,True,investment,False
Italy,Education,2024,0.0,0,True,investment,False
Italy,Education,2025,0.0,0,False,investment,False
Italy,Energy and natural resources,2016,0.0,0,True,investment,False
Italy,Energy and natural resources,2017,,0,True,investment,False
Italy,Energy and natural resources,2020,1.0,1,True,investment,False
Italy,Energy and natural resources,2021,1.0,3,True,investment,False
Italy,Energy and natural resources,2022,1.0,1,True,investment,False
Italy,Energy and natural resources,2023,1.0,1,True,investment,False
Italy,Energy and natural resources,2024,0.0,1,True,investment,False
Italy,Energy and natural resources,2025,1.0,1,False,investment,False
Italy,Finance,2015,3.0,3,True,investment,False
Italy,Finance,2016,0.0,1,True,investment,False
Italy,Finance,2017,0.0,0,True,investment,False
Italy,Finance,2018,2.0,3,True,investment,False
Italy,Finance,2019,1.0,2,True,investment,False
Italy,Finance,2020,1.0,1,True,investment,False
Italy,Finance,2021,4.0,9,True,investment,False
Italy,Finance,2022,3.0,14,True,investment,False
Italy,Finance,2023,1.0,6,True,investment,False
Italy,Finance,2024,10.0,33,True,investment,False
Italy,Finance,2025,16.0,16,False,investment,False
Italy,Gaming,2015,0.0,0,True,investment,False
Italy,Gaming,2017,,0,True,investment,False
Italy,Gaming,2021,0.0,0,True,investment,False
Italy,Gaming,2022,6.0,6,True,investment,False
Italy,Gaming,2023,0.0,0,True,investment,False
Italy,Gaming,2025,0.0,0,False,investment,False
Italy,General purpose,2015,34.0,34,True,investment,False
Italy,General purpose,2016,8.0,12,True,investment,False
Italy,General purpose,2017,4.0,8,True,investment,False
Italy,General purpose,2018,10.0,242,True,investment,False
Italy,General purpose,2019,5.0,9,True,investment,False
Italy,General purpose,2020,13.0,266,True,investment,False
Italy,General purpose,2021,67.0,203,True,investment,False
Italy,General purpose,2022,22.0,46,True,investment,False
Italy,General purpose,2023,41.0,167,True,investment,False
Italy,General purpose,2024,35.0,128,True,investment,False
Italy,General purpose,2025,85.0,93,False,investment,False
Italy,Hardware,2015,0.0,0,True,investment,False
Italy,Hardware,2016,5.0,5,True,investment,False
Italy,Hardware,2017,4.0,4,True,investment,False
Italy,Hardware,2018,1.0,3,True,investment,False
Italy,Hardware,2019,2.0,3,True,investment,False
Italy,Hardware,2020,0.0,84,True,investment,False
Italy,Hardware,2021,2.0,3,True,investment,False
Italy,Hardware,2022,4.0,5,True,investment,False
Italy,Hardware,2023,30.0,30,True,investment,False
Italy,Hardware,2024,6.0,6,True,investment,False
Italy,Hardware,2025,6.0,11,False,investment,False
Italy,Healthcare and Life Sciences,2015,0.0,0,True,investment,False
Italy,Healthcare and Life Sciences,2016,0.0,0,True,investment,False
Italy,Healthcare and Life Sciences,2017,0.0,0,True,investment,False
Italy,Healthcare and Life Sciences,2018,4.0,5,True,investment,False
Italy,Healthcare and Life Sciences,2019,2.0,3,True,investment,False
Italy,Healthcare and Life Sciences,2020,1.0,3,True,investment,False
Italy,Healthcare and Life Sciences,2021,10.0,13,True,investment,False
Italy,Healthcare and Life Sciences,2022,1.0,1,True,investment,False
Italy,Healthcare and Life Sciences,2023,3.0,4,True,investment,False
Italy,Healthcare and Life Sciences,2024,2.0,2,True,investment,False
Italy,Healthcare and Life Sciences,2025,9.0,10,False,investment,False
Italy,Information Technology,2015,2.0,2,True,investment,False
Italy,Information Technology,2016,2.0,4,True,investment,False
Italy,Information Technology,2017,2.0,4,True,investment,False
Italy,Information Technology,2018,8.0,11,True,investment,False
Italy,Information Technology,2019,2.0,3,True,investment,False
Italy,Information Technology,2020,17.0,189,True,investment,False
Italy,Information Technology,2021,10.0,66,True,investment,False
Italy,Information Technology,2022,5.0,6,True,investment,False
Italy,Information Technology,2023,14.0,40,True,investment,False
Italy,Information Technology,2024,17.0,107,True,investment,False
Italy,Information Technology,2025,49.0,53,False,investment,False
Italy,Lending and Investments,2022,,0,True,investment,False
Italy,Lending and Investments,2023,,1,True,investment,False
Italy,Lending and Investments,2025,1.0,1,False,investment,False
Italy,Manufacturing,2015,0.0,0,True,investment,False
Italy,Manufacturing,2016,,0,True,investment,False
Italy,Manufacturing,2017,2.0,2,True,investment,False
Italy,Manufacturing,2018,0.0,0,True,investment,False
Italy,Manufacturing,2019,1.0,2,True,investment,False
Italy,Manufacturing,2020,2.0,3,True,investment,False
Italy,Manufacturing,2021,0.0,0,True,investment,False
Italy,Manufacturing,2022,6.0,6,True,investment,False
Italy,Manufacturing,2023,2.0,2,True,investment,False
Italy,Manufacturing,2024,1.0,3,True,investment,False
Italy,Manufacturing,2025,10.0,10,False,investment,False
Italy,Media and Entertainment,2015,,0,True,investment,False
Italy,Media and Entertainment,2016,2.0,4,True,investment,False
Italy,Media and Entertainment,2017,1.0,1,True,investment,False
Italy,Media and Entertainment,2018,1.0,3,True,investment,False
Italy,Media and Entertainment,2019,0.0,1,True,investment,False
Italy,Media and Entertainment,2020,2.0,2,True,investment,False
Italy,Media and Entertainment,2021,3.0,3,True,investment,False
Italy,Media and Entertainment,2022,1.0,4,True,investment,False
Italy,Media and Entertainment,2023,0.0,0,True,investment,False
Italy,Media and Entertainment,2024,5.0,6,True,investment,False
Italy,Media and Entertainment,2025,7.0,8,False,investment,False
Italy,"Military, public safety and government",2017,2.0,2,True,investment,False
Italy,"Military, public safety and government",2018,,1,True,investment,False
Italy,"Military, public safety and government",2023,2.0,2,True,investment,False
Italy,"Military, public safety and government",2025,4.0,4,False,investment,False
Italy,"Mobile, platforms & Internet services",2015,1.0,1,True,investment,False
Italy,"Mobile, platforms & Internet services",2016,6.0,9,True,investment,False
Italy,"Mobile, platforms & Internet services",2017,2.0,3,True,investment,False
Italy,"Mobile, platforms & Internet services",2018,4.0,230,True,investment,False
Italy,"Mobile, platforms & Internet services",2019,1.0,92,True,investment,False
Italy,"Mobile, platforms & Internet services",2020,7.0,92,True,investment,False
Italy,"Mobile, platforms & Internet services",2021,13.0,16,True,investment,False
Italy,"Mobile, platforms & Internet services",2022,5.0,7,True,investment,False
Italy,"Mobile, platforms & Internet services",2023,8.0,8,True,investment,False
Italy,"Mobile, platforms & Internet services",2024,9.0,36,True,investment,False
Italy,"Mobile, platforms & Internet services",2025,48.0,50,False,investment,False
Italy,NLP,2015,0.0,0,True,investment,False
Italy,NLP,2016,2.0,2,True,investment,False
Italy,NLP,2017,,1,True,investment,False
Italy,NLP,2018,0.0,0,True,investment,False
Italy,NLP,2019,,0,True,investment,False
Italy,NLP,2020,0.0,0,True,investment,False
Italy,NLP,2021,32.0,32,True,investment,False
Italy,NLP,2022,,2,True,investment,False
Italy,Navigation and mapping,2018,0.0,0,True,investment,False
Italy,Navigation and mapping,2019,,90,True,investment,False
Italy,Navigation and mapping,2021,1.0,1,True,investment,False
Italy,Navigation and mapping,2022,0.0,0,True,investment,False
Italy,Navigation and mapping,2023,,2,True,investment,False
Italy,Navigation and mapping,2024,6.0,6,True,investment,False
Italy,Navigation and mapping,2025,2.0,2,False,investment,False
Italy,Other,2016,,1,True,investment,False
Italy,Other,2017,0.0,0,True,investment,False
Italy,Other,2018,,1,True,investment,False
Italy,Other,2019,0.0,0,True,investment,False
Italy,Other,2020,6.0,6,True,investment,False
Italy,Other,2021,0.0,0,True,investment,False
Italy,Other,2022,1.0,1,True,investment,False
Italy,Other,2023,0.0,0,True,investment,False
Italy,Other,2024,2.0,2,True,investment,False
Italy,Other,2025,3.0,3,False,investment,False
Italy,Privacy and Security,2015,0.0,0,True,investment,False
Italy,Privacy and Security,2017,0.0,0,True,investment,False
Italy,Privacy and Security,2018,2.0,2,True,investment,False
Italy,Privacy and Security,2019,1.0,1,True,investment,False
Italy,Privacy and Security,2020,,84,True,investment,False
Italy,Privacy and Security,2021,2.0,2,True,investment,False
Italy,Privacy and Security,2022,0.0,0,True,investment,False
Italy,Privacy and Security,2023,5.0,5,True,investment,False
Italy,Privacy and Security,2024,3.0,26,True,investment,False
Italy,Privacy and Security,2025,17.0,18,False,investment,False
Italy,Professional services,2015,0.0,0,True,investment,False
Italy,Professional services,2016,0.0,0,True,investment,False
Italy,Professional services,2017,2.0,2,True,investment,False
Italy,Professional services,2018,0.0,2,True,investment,False
Italy,Professional services,2020,5.0,5,True,investment,False
Italy,Professional services,2021,31.0,34,True,investment,False
Italy,Professional services,2022,7.0,19,True,investment,False
Italy,Professional services,2023,2.0,27,True,investment,False
Italy,Professional services,2024,0.0,24,True,investment,False
Italy,Professional services,2025,16.0,16,False,investment,False
Italy,Real estate,2015,1.0,1,True,investment,False
Italy,Real estate,2016,0.0,2,True,investment,False
Italy,Real estate,2017,0.0,0,True,investment,False
Italy,Real estate,2018,0.0,1,True,investment,False
Italy,Real estate,2019,,90,True,investment,False
Italy,Real estate,2021,1.0,1,True,investment,False
Italy,Real estate,2022,1.0,1,True,investment,False
Italy,Real estate,2023,0.0,0,True,investment,False
Italy,Real estate,2024,1.0,1,True,investment,False
Italy,Real estate,2025,1.0,1,False,investment,False
Italy,Robotics,2016,,0,True,investment,False
Italy,Robotics,2017,1.0,1,True,investment,False
Italy,Robotics,2019,1.0,1,True,investment,False
Italy,Robotics,2022,2.0,2,True,investment,False
Italy,Robotics,2023,0.0,0,True,investment,False
Italy,Robotics,2025,,5,False,investment,False
Italy,"Sales, retail, commerce, marketing",2015,4.0,4,True,investment,False
Italy,"Sales, retail, commerce, marketing",2016,1.0,2,True,investment,False
Italy,"Sales, retail, commerce, marketing",2017,3.0,3,True,investment,False
Italy,"Sales, retail, commerce, marketing",2018,4.0,7,True,investment,False
Italy,"Sales, retail, commerce, marketing",2019,1.0,4,True,investment,False
Italy,"Sales, retail, commerce, marketing",2020,10.0,179,True,investment,False
Italy,"Sales, retail, commerce, marketing",2021,32.0,71,True,investment,False
Italy,"Sales, retail, commerce, marketing",2022,2.0,13,True,investment,False
Italy,"Sales, retail, commerce, marketing",2023,1.0,1,True,investment,False
Italy,"Sales, retail, commerce, marketing",2024,2.0,3,True,investment,False
Italy,"Sales, retail, commerce, marketing",2025,4.0,4,False,investment,False
Italy,Semiconductor,2024,1.0,1,True,investment,False
Italy,Software,2015,34.0,34,True,investment,False
Italy,Software,2016,8.0,13,True,investment,False
Italy,Software,2017,5.0,9,True,investment,False
Italy,Software,2018,10.0,243,True,investment,False
Italy,Software,2019,7.0,190,True,investment,False
Italy,Software,2020,25.0,281,True,investment,False
Italy,Software,2021,67.0,204,True,investment,False
Italy,Software,2022,26.0,51,True,investment,False
Italy,Software,2023,44.0,189,True,investment,False
Italy,Software,2024,38.0,153,True,investment,False
Italy,Software,2025,97.0,106,False,investment,False
Italy,Sports,2016,,0,True,investment,False
Italy,Sports,2017,,0,True,investment,False
Italy,Sports,2018,0.0,1,True,investment,False
Italy,Sports,2019,,0,True,investment,False
Italy,Sports,2021,2.0,2,True,investment,False
Italy,Sports,2022,0.0,0,True,investment,False
Italy,Sports,2023,0.0,0,True,investment,False
Italy,Sports,2024,1.0,1,True,investment,False
Italy,Sports,2025,0.0,0,False,investment,False
Italy,Telecommunications,2021,,0,True,investment,False
Italy,Telecommunications,2022,,1,True,investment,False
Italy,Telecommunications,2024,3.0,3,True,investment,False
Italy,Telecommunications,2025,10.0,10,False,investment,False
Italy,Transportation,2015,30.0,30,True,investment,False
Italy,Transportation,2016,1.0,1,True,investment,False
Italy,Transportation,2017,2.0,2,True,investment,False
Italy,Transportation,2018,0.0,0,True,investment,False
Italy,Transportation,2019,1.0,1,True,investment,False
Italy,Transportation,2020,3.0,3,True,investment,False
Italy,Transportation,2021,1.0,1,True,investment,False
Italy,Transportation,2022,1.0,1,True,investment,False
Italy,Transportation,2023,3.0,3,True,investment,False
Italy,Transportation,2024,2.0,2,True,investment,False
Italy,Transportation,2025,7.0,7,False,investment,False
Jamaica,All,2018,0.0,0,True,investment,False
Jamaica,Finance,2018,0.0,0,True,investment,False
Jamaica,Lending and Investments,2018,0.0,0,True,investment,False
Jamaica,Other,2018,0.0,0,True,investment,False
Japan,Agriculture,2016,1.0,1,True,investment,False
Japan,Agriculture,2017,,1,True,investment,False
Japan,Agriculture,2018,,2,True,investment,False
Japan,Agriculture,2019,1.0,1,True,investment,False
Japan,Agriculture,2020,2.0,2,True,investment,False
Japan,Agriculture,2021,0.0,3,True,investment,False
Japan,Agriculture,2022,0.0,1,True,investment,False
Japan,Agriculture,2023,,13,True,investment,False
Japan,Agriculture,2024,1.0,1,True,investment,False
Japan,All,2015,79.0,113,True,investment,False
Japan,All,2016,790.0,884,True,investment,False
Japan,All,2017,397.0,607,True,investment,False
Japan,All,2018,639.0,782,True,investment,False
Japan,All,2019,793.0,1021,True,investment,False
Japan,All,2020,838.0,1158,True,investment,False
Japan,All,2021,1108.0,1450,True,investment,False
Japan,All,2022,541.0,725,True,investment,False
Japan,All,2023,1098.0,2369,True,investment,False
Japan,All,2024,925.0,1638,True,investment,False
Japan,All,2025,873.0,1094,False,investment,False
Japan,Biotechnology,2015,16.0,16,True,investment,False
Japan,Biotechnology,2016,3.0,5,True,investment,False
Japan,Biotechnology,2017,100.0,100,True,investment,False
Japan,Biotechnology,2018,58.0,58,True,investment,False
Japan,Biotechnology,2019,7.0,8,True,investment,False
Japan,Biotechnology,2020,7.0,19,True,investment,False
Japan,Biotechnology,2021,4.0,4,True,investment,False
Japan,Biotechnology,2022,4.0,4,True,investment,False
Japan,Biotechnology,2023,1.0,7,True,investment,False
Japan,Biotechnology,2024,27.0,29,True,investment,False
Japan,Biotechnology,2025,3.0,3,False,investment,False
Japan,Community and Lifestyle,2015,3.0,3,True,investment,False
Japan,Community and Lifestyle,2016,3.0,21,True,investment,False
Japan,Community and Lifestyle,2017,4.0,4,True,investment,False
Japan,Community and Lifestyle,2018,40.0,45,True,investment,False
Japan,Community and Lifestyle,2019,7.0,20,True,investment,False
Japan,Community and Lifestyle,2020,8.0,17,True,investment,False
Japan,Community and Lifestyle,2021,1.0,27,True,investment,False
Japan,Community and Lifestyle,2022,10.0,18,True,investment,False
Japan,Community and Lifestyle,2023,2.0,2,True,investment,False
Japan,Community and Lifestyle,2024,2.0,6,True,investment,False
Japan,Community and Lifestyle,2025,8.0,10,False,investment,False
Japan,Computer Vision,2016,0.0,1,True,investment,False
Japan,Computer Vision,2017,4.0,98,True,investment,False
Japan,Computer Vision,2018,3.0,3,True,investment,False
Japan,Computer Vision,2019,71.0,71,True,investment,False
Japan,Computer Vision,2020,3.0,8,True,investment,False
Japan,Computer Vision,2021,0.0,0,True,investment,False
Japan,Computer Vision,2022,1.0,2,True,investment,False
Japan,Computer Vision,2023,36.0,310,True,investment,False
Japan,Computer Vision,2024,3.0,5,True,investment,False
Japan,Computer Vision,2025,0.0,2,False,investment,False
Japan,Consumer goods,2015,2.0,2,True,investment,False
Japan,Consumer goods,2016,4.0,7,True,investment,False
Japan,Consumer goods,2017,7.0,21,True,investment,False
Japan,Consumer goods,2018,8.0,15,True,investment,False
Japan,Consumer goods,2019,13.0,37,True,investment,False
Japan,Consumer goods,2020,13.0,34,True,investment,False
Japan,Consumer goods,2021,3.0,5,True,investment,False
Japan,Consumer goods,2022,,1,True,investment,False
Japan,Consumer goods,2023,283.0,283,True,investment,False
Japan,Consumer goods,2024,1.0,10,True,investment,False
Japan,Consumer goods,2025,0.0,0,False,investment,False
Japan,Cyber Security,2019,1.0,1,True,investment,False
Japan,Cyber Security,2020,,1,True,investment,False
Japan,Cyber Security,2021,3.0,3,True,investment,False
Japan,Cyber Security,2023,0.0,0,True,investment,False
Japan,Cyber Security,2024,1.0,1,True,investment,False
Japan,Cyber Security,2025,0.0,0,False,investment,False
Japan,Data and analytics,2015,33.0,61,True,investment,False
Japan,Data and analytics,2016,678.0,728,True,investment,False
Japan,Data and analytics,2017,201.0,373,True,investment,False
Japan,Data and analytics,2018,191.0,290,True,investment,False
Japan,Data and analytics,2019,230.0,414,True,investment,False
Japan,Data and analytics,2020,210.0,404,True,investment,False
Japan,Data and analytics,2021,344.0,617,True,investment,False
Japan,Data and analytics,2022,89.0,213,True,investment,False
Japan,Data and analytics,2023,228.0,1463,True,investment,False
Japan,Data and analytics,2024,274.0,785,True,investment,False
Japan,Data and analytics,2025,167.0,290,False,investment,False
Japan,Education,2015,1.0,1,True,investment,False
Japan,Education,2016,4.0,4,True,investment,False
Japan,Education,2017,3.0,5,True,investment,False
Japan,Education,2018,12.0,15,True,investment,False
Japan,Education,2019,12.0,29,True,investment,False
Japan,Education,2020,13.0,16,True,investment,False
Japan,Education,2021,17.0,126,True,investment,False
Japan,Education,2022,,12,True,investment,False
Japan,Education,2023,1.0,298,True,investment,False
Japan,Education,2024,2.0,7,True,investment,False
Japan,Education,2025,7.0,34,False,investment,False
Japan,Energy and natural resources,2016,2.0,2,True,investment,False
Japan,Energy and natural resources,2017,3.0,6,True,investment,False
Japan,Energy and natural resources,2018,9.0,9,True,investment,False
Japan,Energy and natural resources,2019,1.0,3,True,investment,False
Japan,Energy and natural resources,2020,,4,True,investment,False
Japan,Energy and natural resources,2021,1.0,1,True,investment,False
Japan,Energy and natural resources,2022,2.0,2,True,investment,False
Japan,Energy and natural resources,2023,0.0,0,True,investment,False
Japan,Energy and natural resources,2024,51.0,59,True,investment,False
Japan,Energy and natural resources,2025,10.0,21,False,investment,False
Japan,Facial Recognition,2016,0.0,0,True,investment,False
Japan,Facial Recognition,2017,0.0,5,True,investment,False
Japan,Facial Recognition,2019,4.0,4,True,investment,False
Japan,Finance,2015,0.0,0,True,investment,False
Japan,Finance,2016,604.0,605,True,investment,False
Japan,Finance,2017,7.0,7,True,investment,False
Japan,Finance,2018,26.0,30,True,investment,False
Japan,Finance,2019,7.0,14,True,investment,False
Japan,Finance,2020,84.0,97,True,investment,False
Japan,Finance,2021,52.0,72,True,investment,False
Japan,Finance,2022,,4,True,investment,False
Japan,Finance,2023,1.0,1,True,investment,False
Japan,Finance,2024,42.0,43,True,investment,False
Japan,Finance,2025,12.0,31,False,investment,False
Japan,Gaming,2015,,4,True,investment,False
Japan,Gaming,2019,1.0,1,True,investment,False
Japan,Gaming,2020,,1,True,investment,False
Japan,Gaming,2022,1.0,8,True,investment,False
Japan,Gaming,2023,,1,True,investment,False
Japan,Gaming,2024,0.0,1,True,investment,False
Japan,General purpose,2015,32.0,62,True,investment,False
Japan,General purpose,2016,675.0,722,True,investment,False
Japan,General purpose,2017,198.0,357,True,investment,False
Japan,General purpose,2018,198.0,288,True,investment,False
Japan,General purpose,2019,221.0,407,True,investment,False
Japan,General purpose,2020,179.0,390,True,investment,False
Japan,General purpose,2021,338.0,614,True,investment,False
Japan,General purpose,2022,78.0,207,True,investment,False
Japan,General purpose,2023,134.0,1371,True,investment,False
Japan,General purpose,2024,271.0,778,True,investment,False
Japan,General purpose,2025,173.0,310,False,investment,False
Japan,Hardware,2015,21.0,24,True,investment,False
Japan,Hardware,2016,27.0,48,True,investment,False
Japan,Hardware,2017,135.0,155,True,investment,False
Japan,Hardware,2018,84.0,111,True,investment,False
Japan,Hardware,2019,121.0,194,True,investment,False
